排名,代號,名稱,市場,股價日期,當日走勢,成交,漲跌價,漲跌幅,成交張數,面值(元),股本(億),市值(億),成立年數,上市年數,產業別,董事長,總經理
607,5538,東明-KY,市,07/06,    ,31.8,-0.15,-0.47%,16,10,16.8,53.4,7.6,3.6,鋼鐵工業,Tong One Holding Limited代表人:蔡清東,蔡弘泉
608,1315,達新,市,07/06,    ,26.8,0.05,+0.19%,30,10,19.8,53.1,50.7,25.2,塑膠工業,吳子聰,胡伯澤
609,3346,麗清,市,07/06,    ,77.7,-2.3,-2.87%,1538,10,6.83,53.1,17.9,0.5,汽車工業,劉美秀,劉美秀
610,3130,一零四,市,07/06,    ,159.5,-1,-0.62%,65,10,3.32,53,23.7,11.4,資訊服務業,楊基寬,楊基寬
611,6531,愛普,市,07/06,    ,75,-0.5,-0.66%,215,10,7.06,53,5.9,1.1,半導體業,蔡國智,顧峻
612,3032,偉訓,市,07/06,    ,46.7,-0.5,-1.06%,912,10,11.3,52.9,38.4,14.9,電子零組件業,柯吉源,王駿東
613,3016,嘉晶,市,07/06,    ,21.6,0.15,+0.7%,509,10,24.4,52.8,18.7,14.5,半導體業,徐建華,孫慶宗
614,2419,仲琦,市,07/06,    ,22.95,0.1,+0.44%,1976,10,23,52.7,31.3,16.8,通信網路業,鄭炎為,鄭炎為
615,1785,光洋科,櫃,07/06,    ,13,0.4,+3.17%,3765,10,40.6,52.7,38.9,12.4,其他電子業,馬堅勇,黃啟峰
616,8083,瑞穎,櫃,07/06,    ,150,-3,-1.96%,91,10,3.51,52.7,19.7,12.8,電機機械,陳柏峰,陳柏津
617,5213,亞昕,櫃,07/06,    ,13.8,0.05,+0.36%,41,10,38,52.5,22.5,14.2,建材營造業,姚連地,姚連地
618,8446,華研,櫃,07/06,    ,122.5,-1,-0.81%,54,10,4.28,52.4,18.2,3.5,其他業,呂燕清,何燕玲
619,6426,統新,櫃,07/06,    ,162,1,+0.62%,604,10,3.23,52.3,13.9,2.6,通信網路業,劉奇林,藍宏利
620,4743,合一,櫃,07/06,    ,26.8,-0.1,-0.37%,246,10,19.5,52.3,9.1,5.8,生技醫療業,黃山內,黃山內
621,6197,佳必琪,市,07/06,    ,30.15,0.05,+0.17%,169,10,17.3,52.3,25.2,12.7,電子零組件業,張舒眉,張舒眉
622,6187,萬潤,櫃,07/06,    ,61.8,2.6,+4.39%,2771,10,8.42,52.1,21.1,14.8,其他電子業,盧鏡來,鄭新耀
623,6111,大宇資,櫃,07/06,    ,108,-6,-5.26%,748,10,4.82,52,18.9,15.9,資訊服務業,œ俊光,œ俊光
624,4142,國光生,市,07/06,    ,21.75,0,0%,119,10,23.8,51.7,51.5,5.2,生技醫療業,詹啟賢,留忠正
625,5907,大洋-KY,市,07/06,    ,25.85,0.15,+0.58%,183,10,19.9,51.6,10.9,5.1,貿易百貨業,郭人豪,黃清海
626,4739,康普,櫃,07/06,    ,68.1,-0.4,-0.58%,1011,10,7.57,51.6,25.1,5.6,化學工業,何基丞,何基丞
627,2472,立隆電,市,07/06,    ,39.25,-0.1,-0.25%,234,10,13.1,51.5,41.4,15.8,電子零組件業,吳德銓,吳志銘
628,3583,辛耘,市,07/06,    ,63.3,0,0%,454,10,8.11,51.4,37.7,4.3,半導體業,謝宏亮,許明棋
629,3437,榮創,市,07/06,    ,34.3,-0.4,-1.15%,1910,10,14.9,51.3,17.8,3,光電業,方榮熙,方榮熙
630,8411,福貞-KY,市,07/06,    ,32.35,0.05,+0.15%,61,10,15.8,51.3,7.9,5.7,其他業,李榮福,莊素貞
631,1463,強盛,市,07/06,    ,29.45,0.05,+0.17%,1587,10,17.3,51,33.7,20.6,紡織纖維,陳壬發,呂芳福
632,4126,太醫,櫃,07/06,    ,76.9,0.2,+0.26%,72,10,6.6,50.8,39.9,13.4,生技醫療業,鍾仁,鍾仁
633,4528,江興鍛,櫃,07/06,    ,66.3,-0.9,-1.34%,3613,10,7.65,50.7,36.8,16.4,電機機械,江木山,江木山
634,6124,業強,櫃,07/06,    ,27.75,-0.35,-1.25%,7,10,18.2,50.6,22.5,15.3,電子零組件業,王台光,王台光
635,1603,華電,市,07/06,    ,26.4,0,0%,40,10,19.2,50.6,56.4,49.1,電器電纜,陳金鋑,陳鶴原
636,4991,環宇-KY,櫃,07/06,    ,68,0.9,+1.34%,520,10,7.44,50.6,6.6,2.8,半導體業,黃大倫,安寶信( 總執行長暨總裁)
637,4152,台微體,櫃,07/06,    ,90.1,-0.1,-0.11%,31,10,5.57,50.2,19.7,4.5,生技醫療業,洪基隆,葉志鴻
638,6497,亞獅康-KY,櫃,07/06,    ,38.5,-0.65,-1.66%,355,10,13,50.1,3,0.1,生技醫療業,傅勇,傅勇
639,3526,凡甲,櫃,07/06,    ,76,0,0%,765,10,6.58,50,18.7,9.7,電子零組件業,游萬益,張一偉
640,4803,VHQ-KY,櫃,07/06,    ,155,0,0%,55,10,3.23,50,3.6,1.6,文化創意業,劉國華,劉國華
641,6499,益安,櫃,07/06,    ,97.4,-0.6,-0.61%,7,10,5.14,50,4.5,0.9,生技醫療業,張有德,張有德
642,6224,聚鼎,市,07/06,    ,62.4,-0.2,-0.32%,101,10,8,49.9,19.6,7.8,電子零組件業,朱復華,王紹裘
643,3041,揚智,市,07/06,    ,16.45,0.55,+3.46%,4154,10,30.3,49.8,24.1,14.9,半導體業,林申彬,黃學偉
644,2114,鑫永銓,市,07/06,    ,73.7,0.3,+0.41%,211,10,6.75,49.8,47.9,6.5,橡膠工業,林季進,林季佑
645,5457,宣德,櫃,07/06,    ,29.6,0.3,+1.02%,2585,10,16.8,49.7,26.7,16.8,電子零組件業,蔡鎮隆,陳立生
646,4129,聯合,櫃,07/06,    ,69.2,0.4,+0.58%,391,10,7.17,49.6,24.3,12.8,生技醫療業,林延生,林延生
647,2538,基泰,市,07/06,    ,11.3,-0.1,-0.88%,2523,10,43.8,49.5,37.7,20.7,建材營造業,陳世銘,馮先勉
648,2388,威盛,市,07/06,    ,9.98,0.04,+0.4%,264,10,49.3,49.2,24.8,18.3,半導體業,陳文琦,陳文琦
649,8916,光隆,櫃,07/06,    ,45,0.05,+0.11%,170,10,10.9,48.9,51.4,18.2,其他業,詹賀博,詹賀博
650,3685,元創精密,櫃,07/06,    ,60.8,-1.7,-2.72%,129,10,8,48.6,33.8,6.6,光電業,江凱量,張明弘
651,6108,競國,市,07/06,    ,30.4,1.05,+3.58%,7863,10,16,48.6,35.6,8.5,電子零組件業,曹月霞,賴進財
652,8480,泰昇-KY,市,07/06,    ,136,1,+0.74%,3,10,3.57,48.6,3.4,0.5,其他業,戴朝榮( EVERLINK OVERSEAS INC.代表人),戴朝榮
653,4114,健喬,櫃,07/06,    ,29.25,0.25,+0.86%,274,10,16.5,48.2,46.9,14.2,生技醫療業,林智暉,林智暉
654,4416,三圓,櫃,07/06,    ,80.3,-0.1,-0.12%,2,10,6,48.2,37.5,17.2,建材營造業,王光祥,李焰彰
655,8936,國統,櫃,07/06,    ,21.25,-0.05,-0.23%,474,10,22.6,48,39,14.8,其他業,梁家源,葉清正
656,3645,達邁,市,07/06,    ,38.9,-0.35,-0.89%,773,10,12.3,47.9,17,5.8,電子零組件業,吳聲昌,吳聲昌
657,6105,瑞傳,櫃,07/06,    ,44.7,-0.1,-0.22%,296,10,10.7,47.9,24.5,16.2,電腦及週邊設備業,羅旭華（政祺股份有限公司代表人）,官志凱
658,2316,楠梓電,市,07/06,    ,17.05,-0.05,-0.29%,608,10,28.1,47.9,39.2,26.4,電子零組件業,徐漢忠,陳志康
659,4141,龍燈-KY,市,07/06,    ,31.45,0.05,+0.16%,59,10,15.2,47.8,8,5.2,生技醫療業,羅昌庚,羅昌庚
660,3131,弘塑,櫃,07/06,    ,193.5,1,+0.52%,80,10,2.47,47.8,24.2,6.5,其他電子業,張鴻泰,石本立
661,6107,華美,櫃,07/06,    ,59.6,-0.9,-1.49%,288,10,7.97,47.5,49.1,16.1,電子通路業,楊名衡,楊名衡
662,3090,日電貿,市,07/06,    ,28.45,0.5,+1.79%,1819,10,16.7,47.5,24.5,9.5,電子零組件業,黃仁虎,李坤蒼
663,6245,立端,櫃,07/06,    ,45.25,-0.05,-0.11%,420,10,10.5,47.4,30.7,14.1,通信網路業,周逸文,周逸文
664,4163,鐿鈦,櫃,07/06,    ,117.5,-1.5,-1.26%,96,10,4.02,47.3,12.7,4.6,生技醫療業,蔡永芳,林俊男
665,3498,陽程,櫃,07/06,    ,51.5,0.1,+0.19%,129,10,9.17,47.2,36.2,9.8,其他電子業,黃秋逢,李道遠
666,3561,昇陽光電,市,07/06,    ,12.7,0.05,+0.4%,981,10,37.1,47.1,12.1,8.6,光電業,劉康信,張錦龍
667,2476,鉅祥,市,07/06,    ,25.8,-0.1,-0.39%,68,10,18.2,47.1,42.4,15.8,電子零組件業,林於晃,林於晃
668,2233,宇隆,櫃,07/06,    ,95.4,0.6,+0.63%,434,10,4.92,47,29.5,5.6,電機機械,劉俊昌,陳國政
669,4903,聯光通,櫃,07/06,    ,51.8,0.2,+0.39%,1757,10,9.03,46.8,33.1,16.1,通信網路業,王博諒,遺缺待補
670,4108,懷特,市,07/06,    ,28.25,-0.25,-0.88%,326,10,16.4,46.2,18.6,9,生技醫療業,李成家,鄭建新
671,2535,達欣工,市,07/06,    ,19.75,-0.2,-1%,497,10,23.1,45.7,50.4,21.3,建材營造業,王人正,廖肇邦
672,1519,華城,市,07/06,    ,17.4,0.1,+0.58%,106,10,26.1,45.4,47.9,20.2,電機機械,許邦福,許逸德/許逸晟(執行長)
673,4205,中華食,櫃,07/06,    ,62.4,2.2,+3.65%,73,10,7.27,45.4,37.2,18.4,食品工業,陳民權,陳民生
674,3088,艾訊,櫃,07/06,    ,57.2,0.2,+0.35%,348,10,7.9,45.2,27.2,12.2,電腦及週邊設備業,楊裕德,楊裕德
675,3015,全漢,市,07/06,    ,23.5,-0.1,-0.42%,38,10,19.2,45.2,24.2,14.7,電子零組件業,鄭雅仁,鄭雅仁
676,2115,六暉-KY,市,07/06,    ,60.6,-0.1,-0.16%,81,10,7.45,45.2,7.7,3.5,橡膠工業,吳金鹿,吳金鹿
677,8938,明安,櫃,07/06,    ,33.85,0.75,+2.27%,735,10,13.3,45.1,30,14.6,其他業,鄭錫潛,鄭錫潛
678,2495,普安,市,07/06,    ,16.1,-0.05,-0.31%,226,10,28,45.1,24.5,15.3,其他電子業,羅仕東,羅仕東
679,4737,華廣,市,07/06,    ,70.9,0.3,+0.42%,95,10,6.34,45,14.2,6.5,生技醫療業,黃椿木,黃椿木
680,1592,英瑞-KY,市,07/06,    ,44.5,-0.3,-0.67%,99,10,10,44.7,7.6,2.7,電機機械,翁文鍾,翁文鍾
681,4190,佐登-KY,市,07/06,    ,73,-0.1,-0.14%,66,10,6.12,44.6,7,1.7,生技醫療業,陳正雄,陳正雄
682,6443,元晶,市,07/06,    ,10.45,0.05,+0.48%,599,10,42.7,44.6,7,1.8,光電業,廖國榮,洪振仁
683,5533,皇鼎,市,07/06,    ,15.5,0.05,+0.32%,356,10,28.5,44.2,26.2,9.2,建材營造業,劉信雄,劉華興
684,2430,燦坤,市,07/06,    ,26.4,-0.05,-0.19%,51,10,16.7,44.2,38.7,16.8,電子通路業,閻俊傑,閻俊傑
685,2616,山隆,市,07/06,    ,34.7,0,0%,140,10,12.7,44.1,41.3,19.7,油電燃氣業,鄭文明,俞蘭輝
686,5312,寶島科,櫃,07/06,    ,73.4,0.3,+0.41%,5,10,6.01,44.1,27.7,21.1,其他業,蔡國洲,林俊雄
687,2748,雲品,市,07/06,    ,67.1,-0.2,-0.3%,258,10,6.56,44,4.6,0.6,觀光事業,盛治仁,丁原偉
688,2928,紅馬-KY,櫃,07/06,    ,92.6,0.1,+0.11%,28,10,4.73,43.8,6.1,1.4,觀光事業,周泰鳳,川崎貴聖
689,3085,新零售,櫃,07/06,    ,37,-0.7,-1.86%,456,10,11.8,43.7,22.8,13.3,資訊服務業,皇庭投資有限公司,涂靜婷
690,4952,凌通,市,07/06,    ,40.15,-0.2,-0.5%,1941,10,10.9,43.7,13.3,5.7,半導體業,黃洲杰,王世榮
691,6173,信昌電,櫃,07/06,    ,23.6,0.15,+0.64%,814,10,18.5,43.7,27.1,15.2,電子零組件業,焦佑衡,楊進興
692,6568,宏觀,櫃,07/06,    ,176.5,0.5,+0.28%,125,10,2.47,43.6,10.7,0.5,半導體業,林坤禧,孫德風
693,4934,太極,市,07/06,    ,12.2,-0.1,-0.81%,1180,10,35.7,43.5,10.1,7.3,光電業,謝清福,謝明凱
694,5227,立凱-KY,櫃,07/06,    ,20.65,0.25,+1.23%,268,10,21.1,43.5,9.6,3.6,電子零組件業,張聖時,張聖時
695,2499,東貝,市,07/06,    ,11.55,0.05,+0.43%,598,10,37.4,43.1,24,15.4,光電業,吳慶輝,呂格維
696,6016,康和證,櫃,07/06,    ,6.8,-0.02,-0.29%,78,10,63.3,43.1,27,20.6,證券業,葉公亮,邱榮澄
697,6569,醫揚,櫃,07/06,    ,236.5,1,+0.42%,22,10,1.82,43,7.4,0.5,生技醫療業,莊永順,莊永順
698,3056,總太,市,07/06,    ,18.6,0.25,+1.36%,1379,10,23,42.9,19.7,14.3,建材營造業,吳錫坤,翁毓羚
699,6209,今國光,市,07/06,    ,26.3,0.65,+2.53%,3368,10,16.3,42.8,37,12.7,光電業,陳慶棋,周樑昌
700,8462,柏文,櫃,07/06,    ,104,-1.5,-1.42%,63,10,4.1,42.7,11.8,1.3,觀光事業,陳尚義,陳尚文
701,1715,萬洲,市,07/06,    ,10.4,0.1,+0.97%,1608,10,40.9,42.5,56.8,24.5,塑膠工業,林佑昇,林佑昇
702,2426,鼎元,市,07/06,    ,14.4,0.15,+1.05%,723,10,29.4,42.3,30.3,16.8,光電業,傅佩文,鄧及人
703,1515,力山,市,07/06,    ,23.3,-0.1,-0.43%,626,10,18.1,42.3,44.2,22.4,電機機械,王坤復,王冠祥
704,2478,大毅,市,07/06,    ,22.5,-0.1,-0.44%,53,10,18.8,42.3,27.5,15.8,電子零組件業,江財寶,江財寶
705,4148,全宇生技-KY,市,07/06,    ,65.8,0.1,+0.15%,84,10,6.4,42.1,7.3,0.1,生技醫療業,彭士豪,彭士豪
706,6022,大眾證,櫃,07/06,    ,11.15,0.05,+0.45%,1190,10,37.8,42.1,28,11.8,證券業,李雅彬,王登立
707,8908,欣雄,櫃,07/06,    ,29.1,-0.1,-0.34%,6,10,14.5,42.1,31.2,20.4,油電燃氣業,朱坤塗,朱文煌
708,2852,第一保,市,07/06,    ,13.9,0,0%,169,10,30.1,41.9,54.8,16.6,保險業,李正漢,黃清傳
709,6183,關貿,市,07/06,    ,27.85,0,0%,26,10,15,41.8,20.9,5.6,資訊服務業,許建隆,張陸生
710,8996,高力,市,07/06,    ,46.7,-0.05,-0.11%,169,10,8.94,41.7,46.7,3.4,電機機械,韓顯壽,鍾弘錦
711,2013,中鋼構,市,07/06,    ,20.8,0.2,+0.97%,99,10,20,41.6,39.4,25.5,鋼鐵工業,陳海平,陳擇良
712,2540,愛山林,市,07/06,    ,28.25,0.85,+3.1%,6,10,14.7,41.4,30.8,27.5,建材營造業,祝文宇,張境在
713,2506,太設,市,07/06,    ,10.7,0,0%,22,10,38.7,41.4,50.1,37.4,建材營造業,章啟明,馬鴻榮
714,8091,翔名,櫃,07/06,    ,68.2,1.6,+2.4%,526,10,6.07,41.4,25.5,13,電子零組件業,吳宗豐,吳宗豐
715,4555,氣立,市,07/06,    ,61.7,0.7,+1.15%,33,10,6.69,41.3,30.6,1.7,電機機械,游平政,游平政
716,1568,倉佑,市,07/06,    ,40,-0.6,-1.48%,1011,10,10.3,41.2,32.5,3.1,電機機械,鄧惠哲,蘇祈澤
717,1569,濱川,櫃,07/06,    ,41,3.25,+8.61%,7875,10,10.1,41.2,34.3,11.9,電腦及週邊設備業,蕭欽銘,蕭欽群
718,5443,均豪,櫃,07/06,    ,24.95,0.1,+0.4%,516,10,16.5,41.2,38.5,19.4,光電業,葉勝發,陳政興
719,2457,飛宏,市,07/06,    ,12.2,0.1,+0.83%,1929,10,33.8,41.2,44.6,15.8,電子零組件業,林中民,林中民
720,6145,勁永,市,07/06,    ,12.65,0.15,+1.2%,1152,10,32.6,41.2,19.5,13.9,電子通路業,郭台強,邱鈺發
721,4999,鑫禾,市,07/06,    ,55.2,-0.1,-0.18%,172,10,7.44,41.1,15.5,4.1,電子零組件業,蘇丁鴻,蘇丁鴻
722,3491,昇達科,櫃,07/06,    ,79.5,0.4,+0.51%,1473,10,5.16,41,17.8,9.5,通信網路業,陳淑敏,吳東義
723,1752,南光,櫃,07/06,    ,40.5,-0.5,-1.22%,241,10,10.1,40.9,43.9,7.9,生技醫療業,陳立賢,王玉杯
724,5234,達興材料,市,07/06,    ,43.75,0.6,+1.39%,142,10,9.34,40.9,11,5,光電業,林正一,郭宗鑫
725,2012,春雨,市,07/06,    ,14.15,-0.15,-1.05%,30,10,28.8,40.7,52.3,25.7,鋼鐵工業,無,李明晃
726,3028,增你強,市,07/06,    ,18.95,-0.05,-0.26%,1103,10,21.4,40.5,34.8,14.9,電子通路業,周友義,范宏達
727,5521,工信,市,07/06,    ,11.65,-0.05,-0.43%,204,10,34.8,40.5,70.4,4.6,建材營造業,陳煌銘,江啟靖
728,3388,崇越電,櫃,07/06,    ,63.1,0.6,+0.96%,146,10,6.41,40.5,23.4,11.4,電子零組件業,潘振成,執行長張勝和
729,8234,新漢,櫃,07/06,    ,28.7,0.25,+0.88%,101,10,14.1,40.4,24.6,10.1,電腦及週邊設備業,林茂昌,楊建興
730,3630,新鉅科,櫃,07/06,    ,39.85,0.65,+1.66%,1690,10,10.1,40.4,17.9,7.2,光電業,鄭勝全,鄭勝全
731,8271,宇瞻,市,07/06,    ,40,0.3,+0.76%,759,10,10.1,40.4,20.2,6.5,半導體業,陳益世,張家騉
732,2459,敦吉,市,07/06,    ,37.6,-0.2,-0.53%,112,10,10.7,40.3,36.9,15.8,電子通路業,鍾正宏,鍾正宏
733,5608,四維航,市,07/06,    ,9.49,-0.01,-0.11%,403,10,42.4,40.2,32.3,13.9,航運業,麒麟船務代理有限公司(代表人:張英隆),周英朗
734,3266,昇陽,市,07/06,    ,11.4,0.05,+0.44%,14,10,35.2,40.2,24.3,2.5,建材營造業,麥寬成,簡伯殷
735,2739,寒舍,市,07/06,    ,36,0,0%,23,10,11.2,40.1,17.5,1.1,觀光事業,賴英里,蔡伯翰
736,6138,茂達,櫃,07/06,    ,39,-0.05,-0.13%,460,10,10.3,40.1,19.7,15.5,半導體業,陳善南,王志信
737,2363,矽統,市,07/06,    ,7.16,-0.04,-0.56%,677,10,56,40.1,29.9,19.9,半導體業,簡誠謙,許時中
738,1541,錩泰,市,07/06,    ,50.6,0,0%,38,10,7.88,39.9,28.2,14.3,電機機械,張經金,張經金
739,8021,尖點,市,07/06,    ,24.95,-0.05,-0.2%,396,10,15.9,39.8,21.2,9.5,其他電子業,林序庭,王嘉鴻
740,3299,帛漢,櫃,07/06,    ,65.4,0.5,+0.77%,1981,10,6.08,39.8,25.5,11.9,通信網路業,潘詠民,范仲成
741,2480,敦陽科,市,07/06,    ,29.85,0.15,+0.51%,173,10,13.3,39.7,24.3,15.8,資訊服務業,梁修宗,梁修宗
742,8489,三貝德,櫃,07/06,    ,155,-0.5,-0.32%,59,10,2.54,39.4,10.7,0.2,文化創意業,史勇信,魏宏泰
743,2338,光罩,市,07/06,    ,15.6,0.05,+0.32%,588,10,25.3,39.4,28.7,22.2,半導體業,陳碧灣,陳碧灣
744,3226,至寶電,櫃,07/06,    ,60.7,0.3,+0.5%,13,10,6.44,39.1,30.8,13.1,電機機械,周青麟,周青麟
745,1906,寶隆,市,07/06,    ,25.9,-0.35,-1.33%,393,10,15.1,39.1,52.1,41.2,造紙工業,黃萬村,黃萬村
746,1217,愛之味,市,07/06,    ,7.9,0.33,+4.36%,8661,10,49.5,39.1,46,27.7,食品工業,陳哲芳,陳志展
747,1109,信大,市,07/06,    ,10.3,0,0%,13,10,37.9,39,53.3,25.6,水泥工業,楊智雄,楊智雄
748,1533,車王電,市,07/06,    ,39.5,0,0%,36,10,9.85,38.9,35,16.3,電機機械,蔡裕慶,蔡裕慶
749,1256,鮮活果汁-KY,市,07/06,    ,142.5,4,+2.89%,119,10,2.72,38.7,7.5,1.3,食品工業,黃國晃,黃國晃
750,1473,台南,市,07/06,    ,26.25,0.2,+0.77%,221,10,14.7,38.6,55.9,16.8,紡織纖維,楊青峰,楊富琴
751,4976,佳凌,市,07/06,    ,36.4,0.9,+2.54%,2614,10,10.6,38.5,14.5,4.6,光電業,劉嘉彬,莊明仁
752,3504,揚明光,市,07/06,    ,33.65,0.55,+1.66%,470,10,11.4,38.4,15.4,10.4,光電業,黃經洲,徐誌鴻
753,3083,網龍,櫃,07/06,    ,44.65,-0.25,-0.56%,316,10,8.57,38.3,17.3,13.6,資訊服務業,王俊博,呂學森
754,1108,幸福,市,07/06,    ,9.45,-0.02,-0.21%,155,10,40.5,38.2,43.2,27.1,水泥工業,陳兩傳,陳兩傳
755,1531,高林股,市,07/06,    ,19.8,-0.15,-0.75%,37,10,19.3,38.2,51.8,16.8,電機機械,林郁文,林培嘉
756,8109,博大,櫃,07/06,    ,63.6,0.1,+0.16%,66,10,6,38.2,25.1,12.3,電子零組件業,廖本崇,廖本崇
757,3512,能緹,櫃,07/06,    ,64.6,2.2,+3.53%,6559,10,5.9,38.1,25.1,10,電子零組件業,陳文宏,魏文珍
758,2722,夏都,市,07/06,    ,37.25,0.35,+0.95%,7,10,10.2,38,21.8,5.3,觀光事業,陳溪圳,蔡德祥
759,6535,順藥,櫃,07/06,    ,40,-0.2,-0.5%,48,10,9.51,38,16.6,0.8,生技醫療業,蔡長海,黃文英
760,4130,健亞,櫃,07/06,    ,37.5,-0.3,-0.79%,113,10,10.1,37.8,24.3,5.5,生技醫療業,陳正,朱佳真
761,2530,華建,市,07/06,    ,13.95,-0.05,-0.36%,88,10,27.1,37.8,56.5,21.7,建材營造業,李進益,陳志誠
762,8450,霹靂,櫃,07/06,    ,78.6,0,0%,13,10,4.8,37.7,21,2.7,文化創意業,黃文章,黃文章
763,2066,世德,櫃,07/06,    ,103,0,0%,29,10,3.65,37.6,29.4,3.8,電機機械,陳光裕,吳森富
764,1734,杏輝,市,07/06,    ,22.35,-0.05,-0.22%,133,10,16.8,37.5,40,14.9,生技醫療業,李志文,白友烺
765,2235,謚源,櫃,07/06,    ,117.5,-0.5,-0.42%,1,10,3.19,37.5,30.2,2.6,電機機械,吳碣石,吳碣石
766,5013,強新,櫃,07/06,    ,33.65,0.05,+0.15%,9,10,11.1,37.4,23.6,17.2,鋼鐵工業,吳玉堂,陳正(方方土)
767,3048,益登,市,07/06,    ,16.7,0.05,+0.3%,310,10,22.3,37.2,21,14.8,電子通路業,曾禹旖,曾禹旖
768,5317,凱美,櫃,07/06,    ,27.6,0.2,+0.73%,191,10,13.5,37.2,43.6,20.6,電子零組件業,翁啟勝,翁啟勝
769,1626,艾美特-KY,市,07/06,    ,30.15,-0.1,-0.33%,5,10,12.3,37,13.3,4.3,電器電纜,鄭立平,鄭立平
770,3479,安勤,櫃,07/06,    ,53,0.5,+0.95%,290,10,6.93,36.7,17,7.1,電腦及週邊設備業,劉琍綺,張嘉哲
771,2109,華豐,市,07/06,    ,11,0,0%,141,10,33.2,36.6,58.1,17.2,橡膠工業,蘇明芬,黃勇義
772,2069,運錩,市,07/06,    ,27.5,0.1,+0.36%,290,10,13.3,36.6,30,1.3,鋼鐵工業,顏德和,顏德威
773,3661,世芯-KY,市,07/06,    ,60,1.1,+1.87%,1239,10,6.07,36.4,14.4,6.5,半導體業,關建英,沈翔霖
774,3548,兆利,櫃,07/06,    ,60,-0.2,-0.33%,187,10,6.06,36.3,13,9.3,電子零組件業,劉光華,張台沅
775,1609,大亞,市,07/06,    ,6.31,-0.04,-0.63%,616,10,57.2,36.1,54.7,28.6,電器電纜,沈尚弘,沈尚宜
776,4726,永昕,櫃,07/06,    ,32.2,-0.4,-1.23%,40,10,11.2,36.1,15.8,3.5,生技醫療業,陳德禮,溫國蘭
777,5489,彩富,櫃,07/06,    ,34.55,-0.2,-0.58%,6,10,10.4,36,26,16.3,其他電子業,陳春生,陳春生
778,5285,界霖,市,07/06,    ,48.1,1.1,+2.34%,455,10,7.48,36,16.7,3.4,半導體業,蔡上元,蔡上民
779,6104,創惟,櫃,07/06,    ,39.65,0.45,+1.15%,870,10,9.07,36,20.3,16.1,半導體業,王國肇,林志榮
780,2497,怡利電,市,07/06,    ,30.2,0,0%,86,10,11.9,35.9,34,15.4,其他電子業,陳錫勳,陳錫勳
781,2030,彰源,市,07/06,    ,12.5,-0.3,-2.34%,1402,10,28.7,35.8,32.8,18.5,鋼鐵工業,張炳耀,張炳耀
782,3305,昇貿,市,07/06,    ,29.4,-0.1,-0.34%,83,10,12.1,35.7,39.2,9,其他電子業,李三蓮,李三蓮
783,4911,德英,櫃,07/06,    ,64,0,0%,3,10,5.57,35.6,14.9,6.3,生技醫療業,郭國華,郭國華
784,4927,泰鼎-KY,市,07/06,    ,29.05,0.05,+0.17%,190,10,12.3,35.6,7.7,1.8,電子零組件業,王樹木,周瑞祥
785,3311,閎暉,市,07/06,    ,18.8,-0.5,-2.59%,28305,10,18.9,35.6,15.7,13.3,通信網路業,宋恭源,黃俊傑
786,1337,再生-KY,市,07/06,    ,13.4,-0.05,-0.37%,273,10,26.5,35.6,7.5,6,塑膠工業,丁金造,丁志猛
787,2462,良得電,市,07/06,    ,24.85,0.1,+0.4%,150,10,14.2,35.4,38.9,15.8,電子零組件業,陳龍水,陳龍水
788,4942,嘉彰,市,07/06,    ,24.8,-0.1,-0.4%,41,10,14.2,35.3,31.8,6,光電業,宋貴修,宋貴修
789,5465,富驊,櫃,07/06,    ,24.4,1.45,+6.32%,990,10,14.4,35.2,33,16.7,電腦及週邊設備業,柯吉源,王駿東
790,6496,科懋,櫃,07/06,    ,75.2,-0.5,-0.66%,159,10,4.67,35.1,29,1.5,生技醫療業,陳澤民,陳澤民
791,3209,全科,市,07/06,    ,25.25,-0.2,-0.79%,260,10,13.9,35,26.2,8.6,電子通路業,王木聰,吳玉屯
792,5525,順天,市,07/06,    ,13.8,-0.1,-0.72%,80,10,25.3,34.9,29.6,12.6,建材營造業,柯興樹,林丙申
793,8066,來思達,櫃,07/06,    ,139,3,+2.21%,712,10,2.51,34.9,20.5,12.5,貿易百貨業,馮周金鑾,詹瑞德
794,1598,岱宇,市,07/06,    ,37.5,-0.5,-1.32%,39,10,9.3,34.9,27.1,0.8,生技醫療業,林英俊,王景聰
795,2496,卓越,市,07/06,    ,221,0.5,+0.23%,231,10,1.58,34.8,26.1,15.3,通信網路業,陳世峰,向亨台
796,1339,昭輝,市,07/06,    ,46.8,0,0%,93,10,7.41,34.7,31.3,5.2,塑膠工業,林詩芸,林宜宏
797,3605,宏致,市,07/06,    ,28.1,-0.1,-0.35%,284,10,12.3,34.7,20.7,8.3,電子零組件業,袁万丁,楊宗霖
798,3163,波若威,櫃,07/06,    ,46.4,-0.5,-1.07%,522,10,7.44,34.5,19.1,4.6,通信網路業,吳國精,黃裕文
799,3416,融程電,市,07/06,    ,57.3,0.3,+0.53%,107,10,6.02,34.5,21.5,2.5,電腦及週邊設備業,邑融股份有限公司,呂谷清
800,3265,台星科,櫃,07/06,    ,25.3,0.6,+2.43%,1356,10,13.6,34.5,17.2,11.9,半導體業,翁志立,翁志立
801,6438,迅得,櫃,07/06,    ,65.2,-1,-1.51%,413,10,5.28,34.4,17.7,0.2,其他電子業,官錦堃,王年清
