"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料月份","非獨董監持股(萬張)","非獨董監增減張數","非獨董監持股(%)","非獨董監質押(萬張)","非獨董監質押(%)","獨立董監持股(萬張)","獨立董監增減張數","獨立董監持股(%)","獨立董監質押(萬張)","獨立董監質押(%)","全體董監持股(萬張)","全體董監增減張數","全體董監持股(%)","全體董監質押(萬張)","全體董監質押(%)"
"712","1710","東聯","26.1","+0.3","+1.16%","15M04","15.61","0","17.6%","0.2","1.28%","0","0","0%","0","0%","15.61","0","17.6%","0.2","1.28%"
"713","3693","營邦","149","+1","+0.68%","15M04","1.09","-128","28.4%","0","0%","0","0","0%","0","0%","1.09","-128","28.4%","0","0%"
"714","3017","奇鋐","26.15","-0.3","-1.13%","15M04","7.22","0","20.4%","0","0%","0","0","0%","0","0%","7.23","0","20.5%","0","0%"
"715","2495","普安","15.7","0","0%","15M04","6.43","0","22.6%","0","0%","0","0","0%","0","0%","6.43","0","22.6%","0","0%"
"716","2524","京城","26.2","+0.05","+0.19%","15M04","4.46","0","11.9%","1.1","24.7%","0","0","0%","0","0%","4.46","0","11.9%","1.1","24.7%"
"717","1617","榮星","7.86","+0.05","+0.64%","15M04","7.94","0","55%","2.82","35.5%","0","0","0%","0","0%","7.94","0","55%","2.82","35.5%"
"718","2516","新建","7.86","-0.02","-0.25%","15M04","1.67","0","7.04%","0","0%","0.01","0","0.05%","0","0%","1.68","0","7.09%","0","0%"
"719","1531","高林股","21","-0.25","-1.18%","15M04","2.37","0","12.3%","0","0%","0","0","0%","0","0%","2.37","0","12.3%","0","0%"
"720","1809","中釉","13.15","+0.1","+0.77%","15M04","3.85","0","20.3%","0","0%","0","0","0%","0","0%","3.85","0","20.3%","0","0%"
"721","1258","F-其祥","34.2","-0.4","-1.16%","15M04","1.59","0","46.8%","0","0%","0","0","0%","0","0%","1.59","0","46.8%","0","0%"
"722","3558","神準","250","+5","+2.04%","15M04","1.98","0","40.4%","0","0%","0","0","0%","0","0%","1.98","0","40.4%","0","0%"
"723","1308","亞聚","21.1","-0.05","-0.24%","15M04","18.48","0","39.4%","3.9","21.1%","0","0","0%","0","0%","18.48","0","39.4%","3.9","21.1%"
"724","9960","邁達康","21.1","+0.5","+2.43%","15M04","0.77","-3","23%","0","0%","0","0","0.01%","0","0%","0.77","-3","23%","0","0%"
"725","3035","智原","39.65","-0.15","-0.38%","15M04","5.98","0","14.4%","0","0%","0","0","0%","0","0%","5.98","0","14.4%","0","0%"
"726","5384","捷元","13.25","-0.1","-0.75%","15M04","1.74","-15,815","21.9%","0","0%","0","0","0%","0","0%","1.74","-15,815","21.9%","0","0%"
"727","6184","大豐電","53","+0.2","+0.38%","15M04","1.63","0","11.7%","0","0%","0","0","0%","0","0%","1.63","0","11.7%","0","0%"
"728","6237","驊訊","18.55","0","0%","15M04","1.4","0","18%","0.18","12.7%","0","0","0%","0","0%","1.4","0","18%","0.18","12.7%"
"729","8070","長華","93","+0.4","+0.43%","15M04","2.98","0","38.7%","0","0%","0","0","0%","0","0%","2.98","0","38.7%","0","0%"
"730","6279","胡連","149","+1.5","+1.02%","15M04","1.79","-40","18.4%","0","0%","0","0","0%","0","0%","1.79","-40","18.4%","0","0%"
"731","3624","光頡","26.65","+1.2","+4.72%","15M04","2.56","-29","21.8%","0.09","3.49%","0","0","0%","0","0%","2.56","-29","21.8%","0.09","3.49%"
"732","2360","致茂","69.5","+1.2","+1.76%","15M04","2.99","0","7.9%","0.66","22.2%","0","0","0%","0","0%","2.99","0","7.9%","0.66","22.2%"
"733","1519","華城","16.05","+0.15","+0.94%","15M04","3.44","0","13.2%","0","0%","0","0","0%","0","0%","3.44","0","13.2%","0","0%"
"734","1586","和勤","26.8","+0.35","+1.32%","15M04","1.17","-166","25.1%","0.54","46.2%","0","0","0%","0","0%","1.17","-166","25.1%","0.54","46.2%"
"735","3450","聯鈞","174.5","+8.5","+5.12%","15M04","0.76","-80","9.93%","0","0%","0.01","0","0.14%","0","0%","0.77","-80","10.1%","0","0%"
"736","1503","士電","40.3","-0.15","-0.37%","15M04","15.24","0","29.3%","0.38","2.49%","0","0","0%","0","0%","15.24","0","29.3%","0.38","2.49%"
"737","2882","國泰金","53.8","+0.3","+0.56%","15M04","29.56","0","2.35%","0.58","1.97%","0","0","0%","0","0%","29.56","0","2.35%","0.58","1.97%"
"738","4420","光明","26.9","-0.1","-0.37%","15M04","1.66","0","56.3%","0","0%","0","0","0%","0","0%","1.66","0","56.3%","0","0%"
"739","1414","東和","8.1","-0.03","-0.37%","15M04","2.95","0","13.4%","0.86","29%","0","0","0%","0","0%","2.95","0","13.4%","0.86","29%"
"740","1467","南緯","13.5","-0.1","-0.74%","15M04","6.07","0","28.9%","0","0%","0","0","0%","0","0%","6.07","0","28.9%","0","0%"
"741","2457","飛宏","12.95","0","0%","15M04","4.47","0","16.1%","0.16","3.63%","0","0","0%","0","0%","4.47","0","16.1%","0.16","3.63%"
"742","3645","達邁","40.6","+0.6","+1.5%","15M04","2.04","+1,037","17.3%","0","0%","0","0","0%","0","0%","2.04","+1,037","17.3%","0","0%"
"743","6139","亞翔","21.7","0","0%","15M04","5.5","0","29.2%","2.56","46.4%","0","0","0%","0","0%","5.5","0","29.2%","2.56","46.4%"
"744","4958","F-臻鼎","109","-1","-0.91%","15M04","31.59","0","41.1%","0","0%","0","0","0%","0","0%","31.59","0","41.1%","0","0%"
"745","3443","創意","81.9","+0.6","+0.74%","15M04","4.82","0","36%","0.15","3.1%","0","0","0%","0","0%","4.82","0","36%","0.15","3.1%"
"746","5264","F-鎧勝","197","+0.5","+0.25%","15M04","0.08","0","0.25%","0","0%","0","0","0%","0","0%","0.08","0","0.25%","0","0%"
"747","9926","新海","43.95","+0.25","+0.57%","15M04","3.62","0","21.7%","0.09","2.48%","0","0","0%","0","0%","3.62","0","21.7%","0.09","2.48%"
"748","1517","利奇","13.75","0","0%","15M04","1.71","0","7.51%","0","0%","0","0","0%","0","0%","1.71","0","7.51%","0","0%"
"749","2456","奇力新","68.8","-1.7","-2.41%","15M04","2.36","0","18.6%","0.44","18.7%","0","0","0%","0","0%","2.36","0","18.6%","0.44","18.7%"
"750","6147","頎邦","71.7","-1.5","-2.05%","15M04","3.1","-213","4.77%","0.05","1.54%","0","0","0%","0","0%","3.1","-213","4.77%","0.05","1.54%"
"751","9934","成霖","13.8","+0.05","+0.36%","15M04","2.67","0","7.55%","0","0%","0","0","0%","0","0%","2.67","0","7.55%","0","0%"
"752","2401","凌陽","16.65","0","0%","15M04","11.59","0","19.6%","4.62","39.9%","0","0","0%","0","0%","11.59","0","19.6%","4.62","39.9%"
"753","8059","凱碩","16.65","+0.15","+0.91%","15M04","2.77","0","30.3%","0","0%","0.01","0","0.16%","0","0%","2.78","0","30.5%","0","0%"
"754","3152","璟德","185.5","+0.5","+0.27%","15M04","1.51","0","21.9%","0","0%","0","0","0%","0","0%","1.51","0","21.9%","0","0%"
"755","4536","拓凱","125.5","-1.5","-1.18%","15M04","2.17","0","23.9%","0","0%","0","0","0%","0","0%","2.17","0","23.9%","0","0%"
"756","5255","美桀","25.2","+0.05","+0.2%","15M04","1.99","0","52.4%","0","0%","0","0","0%","0","0%","1.99","0","52.4%","0","0%"
"757","5310","天剛","28","-1.2","-4.11%","15M04","0.93","0","20.6%","0","0%","0","0","0%","0","0%","0.93","0","20.6%","0","0%"
"758","9939","宏全","61.9","+0.3","+0.49%","15M04","2.46","+5,395","9.47%","0.18","7.31%","0","0","0%","0","0%","2.46","+5,395","9.47%","0.18","7.31%"
"759","5353","台林","11.8","+0.05","+0.43%","15M04","1.98","0","21.7%","0","0%","0","0","0%","0","0%","1.98","0","21.7%","0","0%"
"760","2499","東貝","28.2","-0.25","-0.88%","15M04","1.89","-118","5.9%","0.36","19.1%","0","0","0%","0","0%","1.89","-118","5.9%","0.36","19.1%"
"761","4163","鐿鈦","141.5","-2","-1.39%","15M04","0.8","0","19.8%","0","0%","0","0","0%","0","0%","0.8","0","19.8%","0","0%"
"762","6015","宏遠證","8.5","+0.04","+0.47%","15M04","3.33","0","7.8%","2.15","64.6%","0","0","0%","0","0%","3.33","0","7.8%","2.15","64.6%"
"763","9931","欣高","36.9","+1.35","+3.8%","15M04","3.13","0","30.6%","0.47","14.9%","0","0","0%","0","0%","3.13","0","30.6%","0.47","14.9%"
"764","3031","佰鴻","14.2","+0.1","+0.71%","15M04","7.23","0","36.8%","0","0%","0","0","0%","0","0%","7.23","0","36.8%","0","0%"
"765","4105","東洋","71.2","0","0%","15M04","2.83","0","11.4%","0.47","16.7%","0","0","0%","0","0%","2.83","0","11.4%","0.47","16.7%"
"766","2392","正崴","57","-0.6","-1.04%","15M04","9.59","-9","18.7%","0","0%","0","0","0%","0","0%","9.59","-9","18.7%","0","0%"
"767","1259","安心","65.7","-1.8","-2.67%","15M04","1.99","-18","61.5%","0.11","5.41%","0","0","0%","0","0%","1.99","-18","61.5%","0.11","5.41%"
"768","9802","F-鈺齊","71.5","-0.6","-0.83%","15M04","0.62","0","4.74%","0","0%","0","0","0%","0","0%","0.62","0","4.74%","0","0%"
"769","2617","台航","18.6","-0.3","-1.59%","15M04","15.16","0","36.3%","0","0%","0","0","0%","0","0%","15.16","0","36.3%","0","0%"
"770","3227","原相","85.9","+1.3","+1.54%","15M04","0.71","-9.41","5.44%","0","0%","0","0","0%","0","0%","0.71","-9.41","5.44%","0","0%"
"771","01001T","富邦R1","18.25","+0.06","+0.33%","-","","","","","","","","","","","","","","",""
"772","1460","宏遠","20.1","-0.15","-0.74%","15M04","15.24","0","32.3%","0.38","2.48%","0","0","0%","0","0%","15.24","0","32.3%","0.38","2.48%"
"773","5009","榮剛","23","-0.4","-1.71%","15M04","1.79","0","3.98%","0.7","39.1%","0","0","0.01%","0","0%","1.8","0","3.99%","0.7","39%"
"774","3303","岱稜","16.7","-0.2","-1.18%","15M04","1.01","0","9.86%","0","0%","0","0","0%","0","0%","1.01","0","9.86%","0","0%"
"775","4417","金洲","37.45","+0.65","+1.77%","15M04","1.16","-140","14.5%","0","0%","0","0","0%","0","0%","1.16","-140","14.5%","0","0%"
"776","8049","晶采","8.72","+0.13","+1.51%","15M04","0.96","+154","7.28%","0.05","5.65%","0.02","0","0.14%","0","0%","0.98","+154","7.43%","0.05","5.54%"
"777","6234","高僑","26.3","-1.9","-6.74%","15M04","1.05","0","14.8%","0","0%","0","0","0%","0","0%","1.05","0","14.8%","0","0%"
"778","2707","晶華","303","+1.5","+0.5%","15M04","1.34","0","11.4%","0.08","5.97%","0","0","0%","0","0%","1.34","0","11.4%","0.08","5.97%"
"779","2726","F-雅茗","44","+0.2","+0.46%","15M04","0.96","0","35.3%","0","0%","0","0","0%","0","0%","0.96","0","35.3%","0","0%"
"780","2444","友旺","14.7","+0.05","+0.34%","15M04","1.05","+800","12.2%","0.35","33.6%","0","0","0%","0","0%","1.05","+800","12.2%","0.35","33.6%"
"781","4746","台耀","58.8","+0.6","+1.03%","15M04","1.89","0","22.2%","0","0%","0","0","0%","0","0%","1.89","0","22.2%","0","0%"
"782","8110","華東","10.3","+0.05","+0.49%","15M04","21.68","-40","43.3%","0","0%","0.03","0","0.06%","0","0%","21.71","-40","43.4%","0","0%"
"783","2419","仲琦","15.25","+0.15","+0.99%","15M04","2.06","-190","8.82%","0.21","10.1%","0","0","0%","0","0%","2.06","-190","8.82%","0.21","10.1%"
"784","9188","精熙","4.02","-0.07","-1.71%","-","","","","","","","","","","","","","","",""
"785","3373","熱映","20.7","+0.55","+2.73%","15M04","1.4","0","32.2%","0","0%","0","0","0%","0","0%","1.4","0","32.2%","0","0%"
"786","1813","寶利徠","29.6","-0.05","-0.17%","15M04","1.49","0","32.1%","0","0%","0","0","0%","0","0%","1.49","0","32.1%","0","0%"
"787","2436","偉詮電","26.7","-0.1","-0.37%","15M04","2.64","-3","11.9%","0.29","11.1%","0","0","0%","0","0%","2.64","-3","11.9%","0.29","11.1%"
"788","3218","大學光","31.2","+0.35","+1.13%","15M04","2.35","0","35.5%","1","42.6%","0","0","0%","0","0%","2.35","0","35.5%","1","42.6%"
"789","3232","昱捷","44.8","-0.25","-0.55%","15M04","0.8","0","25.2%","0","0%","0","0","0%","0","0%","0.8","0","25.2%","0","0%"
"790","1439","中和","14.95","-0.05","-0.33%","15M04","2.73","0","29.7%","0","0%","0","0","0%","0","0%","2.73","0","29.7%","0","0%"
"791","2332","友訊","14.95","-0.1","-0.66%","15M04","3.1","0","4.78%","0","0%","0","0","0%","0","0%","3.1","0","4.78%","0","0%"
"792","8423","F-保綠","23.95","0","0%","15M04","0.1","0","5.63%","0","0%","0","0","0%","0","0%","0.1","0","5.63%","0","0%"
"793","2002A","中鋼特","41.95","0","0%","-","","","","","","","","","","","","","","",""
"794","3594","磐儀","36","0","0%","15M04","0.93","0","18.6%","0.07","7.01%","0","0","0%","0","0%","0.93","0","18.6%","0.07","7.01%"
"795","1216","統一","54.1","0","0%","15M04","70.77","+500","13%","8.27","11.7%","0","0","0%","0","0%","70.77","+500","13%","8.27","11.7%"
"796","3059","華晶科","30.2","+0.05","+0.17%","15M04","1.66","0","6.13%","0","0%","0","0","0.01%","0","0%","1.66","0","6.14%","0","0%"
"797","1907","永豐餘","12.1","-0.05","-0.41%","15M04","9.87","0","5.94%","0","0%","0","0","0%","0","0%","9.87","0","5.94%","0","0%"
"798","3662","樂陞","130.5","+2","+1.56%","15M04","0.87","0","10%","0.36","41.7%","0","0","0%","0","0%","0.87","0","10%","0.36","41.7%"
"799","9958","世紀鋼","9.09","+0.29","+3.3%","15M04","2.76","0","15.2%","0","0%","0.01","0","0.04%","0","0%","2.77","0","15.2%","0","0%"
"800","2450","神腦","45.45","0","0%","15M04","11.28","0","43.7%","0","0%","0","0","0%","0","0%","11.28","0","43.7%","0","0%"
"801","1785","光洋科","24.35","+0.1","+0.41%","15M04","5.66","+181","13.9%","3.56","62.9%","0","0","0%","0","0%","5.66","+181","13.9%","3.56","62.9%"
"802","8446","華研","122","-2","-1.61%","15M04","1.55","-71","43.7%","0","0%","0.01","0","0.18%","0","0%","1.55","-71","43.9%","0","0%"
"803","6022","大眾證","11.7","+0.05","+0.43%","15M04","15.27","-10","40.4%","0.08","0.49%","0","0","0%","0","0%","15.27","-10","40.4%","0.08","0.49%"
"804","6173","信昌電","12.25","+0.45","+3.81%","15M04","8.23","0","44.5%","0","0%","0","0","0%","0","0%","8.23","0","44.5%","0","0%"
"805","1234","黑松","36.8","-0.1","-0.27%","15M04","7.4","+22","18.4%","0.36","4.92%","0","0","0%","0","0%","7.4","+22","18.4%","0.36","4.92%"
"806","4430","耀億","36.85","+0.05","+0.14%","15M04","1.64","0","29.1%","0","0%","0","0","0%","0","0%","1.64","0","29.1%","0","0%"
"807","4541","晟田","36.85","-0.55","-1.47%","15M04","1.15","-10","21.2%","0.23","20.1%","0","0","0%","0","0%","1.15","-10","21.2%","0.23","20.1%"
"808","8183","精星","7.68","+0.18","+2.4%","15M04","3.43","0","29.5%","0","0%","0","0","0%","0","0%","3.43","0","29.5%","0","0%"
"809","1227","佳格","80","-0.5","-0.62%","15M04","29.88","0","41.5%","0","0%","0","0","0%","0","0%","29.88","0","41.5%","0","0%"
"810","1256","F-鮮活","200","-0.5","-0.25%","15M04","1.5","0","60.8%","0.1","6.39%","0","0","0%","0","0%","1.5","0","60.8%","0.1","6.39%"
"811","1477","聚陽","248","-6","-2.36%","15M04","2.26","0","11.8%","0.44","19.4%","0","0","0%","0","0%","2.26","0","11.8%","0.44","19.4%"
"812","1713","國化","16.95","+0.05","+0.3%","15M04","2.07","0","13.7%","0","0%","0","0","0%","0","0%","2.07","0","13.7%","0","0%"
"813","3441","聯一光","18.5","+0.05","+0.27%","15M04","0.68","0","16.9%","0","0%","0","0","0%","0","0%","0.68","0","16.9%","0","0%"
"814","1810","和成","9.26","+0.04","+0.43%","15M04","3.81","0","10.3%","0.69","18.2%","0","0","0%","0","0%","3.81","0","10.3%","0.69","18.2%"
"815","1454","台富","12.35","-0.45","-3.52%","15M04","1.84","0","13.1%","0.25","13.6%","0","0","0%","0","0%","1.84","0","13.1%","0.25","13.6%"
"816","9918","欣天然","34","+0.45","+1.34%","15M04","7.57","0","41.9%","0.29","3.86%","0","0","0%","0","0%","7.57","0","41.9%","0.29","3.86%"
"817","5210","寶碩","9.33","-0.38","-3.91%","15M04","1.41","0","20.5%","0","0%","0","0","0%","0","0%","1.41","0","20.5%","0","0%"
"818","9904","寶成","46.65","+0.55","+1.19%","15M04","26.15","0","8.88%","0","0%","0","0","0%","0","0%","26.15","0","8.88%","0","0%"
"819","1589","F-永冠","198","+3","+1.54%","15M04","4.15","-947","39.3%","0.98","23.6%","0","0","0%","0","0%","4.15","-947","39.3%","0.98","23.6%"
"820","6187","萬潤","54.5","-0.2","-0.37%","15M04","1.63","-112","20.2%","0","0%","0","0","0%","0","0%","1.63","-112","20.2%","0","0%"
"821","3402","漢科","15.1","0","0%","15M04","1.57","0","21.5%","0.1","6.35%","0","0","0%","0","0%","1.57","0","21.5%","0.1","6.35%"
"822","1539","巨庭","28","+0.45","+1.63%","15M04","1.08","0","16.5%","0","0%","0","0","0%","0","0%","1.08","0","16.5%","0","0%"
"823","2012","春雨","15.75","+0.05","+0.32%","15M04","6.79","0","23.6%","1","14.7%","0","0","0%","0","0%","6.79","0","23.6%","1","14.7%"
"824","6275","元山","15.8","+0.1","+0.64%","15M04","0.74","0","14.4%","0","0%","0.01","0","0.21%","0","0%","0.76","0","14.6%","0","0%"
"825","1338","F-廣華","117","-1","-0.85%","15M04","1.62","0","19.3%","0.56","34.5%","0","0","0%","0","0%","1.62","0","19.3%","0.56","34.5%"
"826","4549","桓達","126.5","+2.5","+2.02%","15M04","0.86","0","23.2%","0","0%","0","0","0%","0","0%","0.86","0","23.2%","0","0%"
"827","9937","全國","38","+0.05","+0.13%","15M04","5.61","0","18.1%","0.13","2.22%","0","0","0%","0","0%","5.61","0","18.1%","0.13","2.22%"
"828","1470","大統染","19.05","-0.3","-1.55%","15M04","1.54","+192","17.9%","0","0%","0","0","0%","0","0%","1.54","+192","17.9%","0","0%"
"829","8941","關中","79.4","+0.3","+0.38%","15M04","0.8","0","44.7%","0","0%","0","0","0.02%","0","0%","0.8","0","44.8%","0","0%"
"830","2912","統一超","222.5","+9","+4.22%","15M04","47.69","0","45.9%","0","0%","0","0","0%","0","0%","47.69","0","45.9%","0","0%"
"831","2208","台船","15.9","0","0%","15M04","32.11","0","43.2%","0","0%","0","0","0%","0","0%","32.11","0","43.2%","0","0%"
"832","5274","信驊","287","+5","+1.77%","15M04","0.61","0","23.1%","0","0%","0","0","0%","0","0%","0.61","0","23.1%","0","0%"
"833","3141","晶宏","20.1","+0.1","+0.5%","15M04","0.75","-4,755","7.42%","0","0%","0","0","0%","0","0%","0.75","-4,755","7.42%","0","0%"
"834","9105","泰金寶","3.98","+0.01","+0.25%","-","","","","","","","","","","","","","","",""
"835","6285","啟碁","92.6","+0.6","+0.65%","15M04","8.92","0","27.1%","0","0%","0","0","0%","0","0%","8.92","0","27.1%","0","0%"
"836","1303","南亞","73.5","+0.9","+1.24%","15M04","141.1","0","17.8%","8.23","5.83%","0","0","0%","0","0%","141.1","0","17.8%","8.23","5.83%"
"837","8454","富邦媒","271","-10.5","-3.73%","15M04","9.29","0","65.4%","0","0%","0","0","0%","0","0%","9.29","0","65.4%","0","0%"
"838","2427","三商電","8.02","-0.07","-0.87%","15M04","9.86","0","52.6%","0","0%","0","0","0%","0","0%","9.86","0","52.6%","0","0%"
"839","3498","陽程","70.7","-0.8","-1.12%","15M04","1.19","-146","15.4%","0","0%","0","0","0%","0","0%","1.19","-146","15.4%","0","0%"
"840","912398","友佳","9.4","0","0%","-","","","","","","","","","","","","","","",""
"841","3062","建漢","22.55","-0.05","-0.22%","15M04","2.2","0","6.67%","0","0%","0","0","0%","0","0%","2.2","0","6.67%","0","0%"
"842","5704","老爺知","40.3","+0.05","+0.12%","15M04","1.33","-58","34.4%","0.15","11.2%","0","0","0%","0","0%","1.33","-58","34.4%","0.15","11.2%"
"843","4133","亞諾法","32.3","+0.15","+0.47%","15M04","1.13","0","19%","0","0%","0","0","0%","0","0%","1.13","0","19%","0","0%"
"844","2013","中鋼構","25.85","-0.15","-0.58%","15M04","8.65","0","43.2%","0","0%","0","0","0%","0","0%","8.65","0","43.2%","0","0%"
"845","2330","台積電","145.5","0","0%","15M04","181.3","0","6.99%","0","0%","0.15","0","0.01%","0","0%","181.5","0","7%","0","0%"
"846","6146","耕興","194.5","-2.5","-1.27%","15M04","2.53","0","30.2%","0.02","0.59%","0","0","0%","0","0%","2.53","0","30.2%","0.02","0.59%"
"847","2313","華通","19.5","-0.1","-0.51%","15M04","9.13","0","7.66%","0","0%","0","0","0%","0","0%","9.13","0","7.66%","0","0%"
"848","1720","生達","32.55","+0.45","+1.4%","15M04","4.69","0","26.3%","0.11","2.34%","0","0","0%","0","0%","4.69","0","26.3%","0.11","2.34%"
"849","9914","美利達","222.5","+7.5","+3.49%","15M04","7.81","0","26.1%","0","0%","0","0","0%","0","0%","7.81","0","26.1%","0","0%"
"850","1707","葡萄王","173.5","-0.5","-0.29%","15M04","2.21","0","17%","0","0%","0","0","0%","0","0%","2.21","0","17%","0","0%"
"851","1452","宏益","32.8","-1.4","-4.09%","15M04","1.47","0","11.1%","0","0%","0","0","0%","0","0%","1.47","0","11.1%","0","0%"
"852","3564","其陽","59.2","+1.1","+1.89%","15M04","0.59","0","28.7%","0","0%","0","0","0%","0","0%","0.59","0","28.7%","0","0%"
"853","1702","南僑","69.1","+0.7","+1.02%","15M04","12.2","0","41.5%","2.09","17.1%","0","0","0%","0","0%","12.2","0","41.5%","2.09","17.1%"
"854","8934","衡平","41.7","0","0%","15M04","0.36","0","47.1%","0","0%","0","0","0%","0","0%","0.36","0","47.1%","0","0%"
"855","8427","F-基勝","49.65","-0.35","-0.7%","15M04","3.24","0","30.5%","0","0%","0","0","0%","0","0%","3.24","0","30.5%","0","0%"
"856","3432","台端","16.55","+0.3","+1.85%","15M04","1.22","0","18.4%","0","0%","0","0","0%","0","0%","1.22","0","18.4%","0","0%"
"857","4934","太極","16.55","+1.05","+6.77%","15M04","11.34","-50","41%","0","0%","0","0","0%","0","0%","11.34","-50","41%","0","0%"
"858","1701","中化","19.9","+0.4","+2.05%","15M04","4.54","-8,546","15.2%","1.3","28.6%","0","0","0%","0","0%","4.54","-8,546","15.2%","1.3","28.6%"
"859","2409","友達","16.6","+0.4","+2.47%","15M04","67.89","+169","7.05%","41.79","61.6%","0.01","0","0%","0","0%","67.9","+169","7.05%","41.79","61.5%"
"860","3037","欣興","16.6","+0.45","+2.79%","15M04","22.25","0","14.5%","0","0%","0","0","0%","0","0%","22.25","0","14.5%","0","0%"
"861","2727","王品","269","+3","+1.13%","15M04","0.93","0","12.1%","0","0%","0","0","0%","0","0%","0.93","0","12.1%","0","0%"
"862","1474","弘裕","10","-0.05","-0.5%","15M04","1.75","+4","13.5%","0","0%","0","0","0%","0","0%","1.75","+4","13.5%","0","0%"
"863","2905","三商","20.05","+0.05","+0.25%","15M04","24.72","0","36.3%","1.17","4.72%","0","0","0%","0","0%","24.72","0","36.3%","1.17","4.72%"
"864","5478","智冠","77","0","0%","15M04","2.55","0","20%","0","0%","0.03","0","0.22%","0.02","53.3%","2.58","0","20.2%","0.02","0.58%"
"865","3490","單井","134","-1.5","-1.11%","15M04","0.53","0","8.58%","0.24","38.9%","0","0","0%","0","0%","0.53","0","8.58%","0.24","38.9%"
"866","2442","新美齊","9.41","-0.48","-4.85%","15M04","4.76","-20","25.9%","0","0%","0","0","0%","0","0%","4.76","-20","25.9%","0","0%"
"867","6411","晶焱","50.5","+0.5","+1%","15M04","1.08","0","17.1%","0","0%","0","0","0%","0","0%","1.08","0","17.1%","0","0%"
"868","8931","大汽電","33.8","+0.15","+0.45%","15M04","7.71","0","72.4%","0","0%","0","0","0%","0","0%","7.71","0","72.4%","0","0%"
"869","3018","同開","16.95","-0.1","-0.59%","15M04","0.84","+3","16.2%","0","0%","0","0","0%","0","0%","0.84","+3","16.2%","0","0%"
"870","3437","榮創","50.9","+0.2","+0.39%","15M04","2.5","0","17.1%","0","0%","0","0","0%","0","0%","2.5","0","17.1%","0","0%"
"871","4991","F-環宇","85","+3.7","+4.55%","15M04","0.07","0","1.5%","0","0%","0","0","0.02%","0","0%","0.07","0","1.52%","0","0%"
"872","5278","尚凡","32.8","0","0%","15M04","0.54","0","41%","0","0%","0","0","0%","0","0%","0.54","0","41%","0","0%"
"873","2408","南亞科","68.3","+3.1","+4.75%","15M04","92.21","+50","37.9%","0","0%","0","0","0%","0","0%","92.21","+50","37.9%","0","0%"
"874","6226","光鼎","8.58","-0.17","-1.94%","15M04","1.58","0","17.2%","0.16","10.3%","0","0","0%","0","0%","1.58","0","17.2%","0.16","10.3%"
"875","4733","上緯","241","-16.5","-6.41%","15M04","0.95","-7","11%","0.25","26.4%","0","0","0%","0","0%","0.95","-7","11%","0.25","26.4%"
"876","4127","天良","24.1","-0.2","-0.82%","15M04","0.41","0","8.97%","0","0%","0","0","0%","0","0%","0.41","0","8.97%","0","0%"
"877","1592","F-英瑞","34.5","-0.2","-0.58%","15M04","4.69","0","46.7%","0","0%","0","0","0%","0","0%","4.69","0","46.7%","0","0%"
"878","4111","濟生","27.6","+0.4","+1.47%","15M04","0.82","+42","14.9%","0","0%","0","0","0%","0","0%","0.82","+42","14.9%","0","0%"
"879","2731","雄獅","145","-4.5","-3.01%","15M04","1.51","+90","21.5%","0.06","3.98%","0","0","0%","0","0%","1.51","+90","21.5%","0.06","3.98%"
"880","2924","F-東凌","76.2","0","0%","15M04","1.09","0","31.1%","0","0%","0","0","0%","0","0%","1.09","0","31.1%","0","0%"
"881","6409","旭隼","392.5","+6.5","+1.68%","15M04","2.52","0","35.6%","0","0%","0","0","0%","0","0%","2.52","0","35.6%","0","0%"
"882","3504","揚明光","51.5","+0.2","+0.39%","15M04","4.38","0","38.4%","0","0%","0","0","0%","0","0%","4.38","0","38.4%","0","0%"
"883","2642","宅配通","38.4","+0.6","+1.59%","15M04","5.04","0","52.8%","0","0%","0","0","0%","0","0%","5.04","0","52.8%","0","0%"
"884","1445","大宇","10.5","-0.35","-3.23%","15M04","1.75","0","12.6%","0.02","1.27%","0","0","0%","0","0%","1.75","0","12.6%","0.02","1.27%"
"885","1463","強盛","18.6","-0.35","-1.85%","15M04","2.37","0","13.7%","0","0%","0","0","0%","0","0%","2.37","0","13.7%","0","0%"
"886","1220","台榮","10.55","0","0%","15M04","4.04","-3,000","22.8%","0.02","0.49%","0","0","0%","0","0%","4.04","-3,000","22.8%","0.02","0.49%"
"887","6166","凌華","99","+0.7","+0.71%","15M04","4.03","0","21.9%","0.22","5.14%","0","0","0%","0","0%","4.03","0","21.9%","0.22","5.14%"
"888","3068","美磊","31.95","+0.1","+0.31%","15M04","2.11","+214","24.8%","0.55","26%","0","0","0%","0","0%","2.11","+214","24.8%","0.55","26%"
"889","3691","碩禾","533","-3","-0.56%","15M04","3.35","0","55.1%","0.6","17.9%","0","0","0%","0","0%","3.35","0","55.1%","0.6","17.9%"
"890","01002T","國泰R1","18.58","+0.05","+0.27%","-","","","","","","","","","","","","","","",""
"891","8011","台通","35.55","-0.5","-1.39%","15M04","2.94","0","28.3%","1.06","36.1%","0","0","0%","0","0%","2.94","0","28.3%","1.06","36.1%"
"892","5490","同亨","88.9","+3.9","+4.59%","15M04","0.76","-271","8.02%","0","0%","0","0","0%","0","0%","0.76","-271","8.02%","0","0%"
"893","4903","聯光通","11.55","+0.1","+0.87%","15M04","1","+30","11.2%","0","0%","0","0","0%","0","0%","1","+30","11.2%","0","0%"
