"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料年度","政府機構(%)","政府機構增減","僑外投資(%)","僑外投資增減","本國金融機構(%)","本國金融機構增減","本國法人(%)","本國法人增減","本國個人(%)","本國個人增減","庫藏股票(%)","庫藏股票增減"
"1364","3291","遠翔科","25","-0.25","-0.99%","2015","0%","0","0.6%","-0.57","0%","0","16.6%","-6.43","82.7%","+7","0%","0"
"1365","3122","笙泉","22.45","-0.1","-0.44%","2014","0%","","0.3%","","5.4%","","15%","","76.3%","","3%",""
"1366","2718","桃園店","39.2","0","0%","2014","0%","0","0%","0","0%","0","60.5%","+0.16","39.5%","-0.16","0%","0"
"1367","6171","亞銳士","14.65","-0.15","-1.01%","2014","0%","0","0.1%","-0.16","0%","0","48.5%","+16.8","51.3%","-16.6","0%","0"
"1368","6221","晉泰","23.8","+0.2","+0.85%","2014","0%","0","0.6%","+0.26","1.3%","-1.18","8.5%","+7.69","89.6%","-6.77","0%","0"
"1369","4712","南璋","9.15","-0.35","-3.68%","2014","0%","0","0.4%","-0.74","0%","0","15%","-0.75","84.6%","+1.49","0%","0"
"1370","3018","同開","16.95","-0.1","-0.59%","2014","0%","0","0.1%","-0.02","0%","0","7.1%","-16.2","92.8%","+16.2","0%","0"
"1371","6204","艾華","24.2","-0.05","-0.21%","2014","0%","0","0%","0","0%","0","54.6%","+7.5","45.3%","-7.5","0%","0"
"1372","4513","福裕","11.35","-0.1","-0.87%","2014","0%","0","0.1%","-0.21","0%","0","15.1%","-0.4","84.8%","+0.61","0%","0"
"1373","5321","友銓","30.25","-0.65","-2.1%","2014","0%","0","0%","0","0%","0","81%","0","19%","0","0%","0"
"1374","3322","建舜電","10.2","-0.1","-0.97%","2014","0%","0","0%","+0.01","7.8%","-0.2","15.9%","-0.8","76.3%","+0.99","0%","0"
"1375","2221","大甲","20.5","+0.45","+2.24%","2014","0%","0","0%","0","0%","0","0.8%","+0.03","99.2%","-0.02","0%","0"
"1376","4121","優盛","11.8","+0.3","+2.61%","2014","0%","0","0.1%","+0.05","0%","0","6.6%","-0.6","92.7%","-0.13","0.7%","+0.68"
"1377","6283","淳安","6.05","+0.05","+0.83%","2014","0%","0","4.3%","+0.9","0.3%","+0.28","25.2%","-2.77","68.5%","+3.96","1.7%","-2.36"
"1378","4716","大立","12","0","0%","2014","0%","0","0.1%","-0.02","0%","0","3.5%","-0.11","96.4%","+0.13","0%","0"
"1379","8420","明揚","16.85","-0.05","-0.3%","2015","0%","0","0%","-0.26","0.2%","-0.84","73.7%","+0.54","26.1%","+0.56","0%","0"
"1380","6190","萬泰科","6.97","+0.03","+0.43%","2015","0%","0","0%","-0.08","0%","0","4.7%","+1.11","91.9%","+0.51","3.4%","-1.54"
"1381","3230","錦明","7.82","+0.04","+0.51%","2014","0%","0","0.3%","+0.26","0%","0","23.5%","-0.08","73.5%","-0.18","2.7%","0"
"1382","8277","商丞","9.33","+0.12","+1.3%","2014","0%","0","4.1%","-0.01","0%","0","34.7%","-2.57","61.2%","+2.59","0%","0"
"1383","3499","環天科","14.65","-0.35","-2.33%","2014","0%","0","0.1%","-0.01","0%","0","0%","-0.03","94.1%","+0.04","5.8%","0"
"1384","8401","白紗科","15","+0.05","+0.33%","2014","0%","0","0.4%","+0.38","1.3%","+0.31","6.2%","+1.46","92.1%","-1.52","0%","-0.62"
"1385","1570","力肯","16.55","-0.3","-1.78%","2014","0%","0","0.3%","+0.25","4.6%","0","1%","+0.95","94.2%","-1.2","0%","0"
"1386","5291","邑昇","25.7","+0.3","+1.18%","2015","0%","0","0%","-0.6","0%","-0.29","13%","-1.54","87%","+2.42","0%","0"
"1387","4711","永純","13.9","0","0%","2014","0%","0","1%","+0.48","0%","0","0.2%","-0.5","98.8%","+0.02","0%","0"
"1388","1443","立益","6.26","-0.06","-0.95%","2014","0%","0","0.2%","+0.03","0.3%","+0.29","10.3%","-1.99","89.2%","+1.67","0%","0"
"1389","4529","昶洧","12.25","-0.05","-0.41%","2014","0%","0","19.1%","-1.42","0%","0","10%","+1.94","70.8%","-0.52","0%","0"
"1390","1435","中福","6.04","+0.02","+0.33%","2014","0%","0","0.1%","-0.15","0%","0","20.4%","-0.23","79.5%","+0.38","0%","0"
"1391","3317","尼克森","13.7","+0.1","+0.74%","2014","0%","0","0.9%","+0.62","1.1%","+1.13","17%","-0.67","80.9%","-1.08","0%","0"
"1392","3483","力致","16.95","+0.15","+0.89%","2014","0%","0","0.1%","0","3.9%","0","0.6%","-0.1","95.4%","+0.1","0%","0"
"1393","8053","巨擘","2","+0.07","+3.63%","2015","0%","0","0%","-0.04","0%","0","25%","-3.35","75%","+23.6","0%","-20.2"
"1394","3025","星通","11.6","0","0%","2014","0%","0","4.6%","-0.9","0%","0","9.1%","-0.82","86.3%","+1.72","0%","0"
"1395","1441","大東","9.16","+0.03","+0.33%","2014","0%","0","0.5%","+0.39","0%","0","26.2%","-1.31","71.2%","-1.21","2.1%","+2.13"
"1396","3128","昇銳","19.55","0","0%","2014","0%","0","0.4%","+0.36","0%","0","12.2%","-0.12","87.4%","-0.24","0%","0"
"1397","2724","F-富驛","21.4","-0.25","-1.15%","2014","0%","0","62.9%","-0.31","0.3%","+0.26","2.1%","-5.29","34.7%","+5.33","0%","0"
"1398","6167","久正","5.03","-0.26","-4.91%","2014","0%","0","3.3%","+0.01","0%","0","18.7%","-0.2","78%","+0.19","0%","0"
"1399","2468","華經","11.6","0","0%","2014","0%","0","0.1%","+0.05","0%","0","64.4%","-2.27","35.4%","+2.22","0%","0"
"1400","3202","樺晟","8.39","+0.08","+0.96%","2014","0%","0","0%","+0.03","9.1%","+0.36","4.3%","+0.13","86.6%","+3.49","0%","-4.02"
"1401","1591","F-駿吉","30.1","-0.4","-1.31%","2014","0%","0","44.8%","-1.52","0.4%","+0.43","0.9%","-0.11","53.8%","+1.2","0%","0"
"1402","3444","利機","20.65","-0.15","-0.72%","2014","0%","0","8.9%","+0.02","0%","0","12.2%","-0.31","78.8%","+0.3","0%","0"
"1403","3313","斐成","9.6","-0.1","-1.03%","2014","0%","0","3.9%","-0.62","0%","0","2.6%","-1.34","93.5%","+1.96","0%","0"
"1404","5383","金利","11.15","+0.05","+0.45%","2014","0%","0","13.8%","-5.82","0%","0","21.4%","-4.97","64.8%","+10.8","0%","0"
"1405","4714","永捷","13.35","+0.35","+2.69%","2014","0%","0","0.3%","+0.26","0%","-0.38","26.3%","-0.24","73.5%","+0.35","0%","0"
"1406","1453","大將","9.03","-0.04","-0.44%","2014","0%","0","0.2%","-0.03","0%","0","29.6%","+0.02","68.4%","+0.16","1.9%","-0.15"
"1407","4102","永日","18.7","+0.35","+1.91%","2014","0%","0","1.2%","+0.32","0%","-1.9","21.7%","-0.01","77.1%","+1.59","0%","0"
"1408","4420","光明","26.9","-0.1","-0.37%","2015","0%","0","0%","0","0%","0","62.7%","+9.09","37.3%","-9.09","0%","0"
"1409","6226","光鼎","8.58","-0.17","-1.94%","2014","0%","0","0.6%","+0.53","0%","0","4.7%","-0.4","94.7%","+0.43","0%","-0.55"
"1410","2033","佳大","9.79","-0.04","-0.41%","2014","0%","0","0%","0","1.9%","0","20.7%","-5.67","77.4%","+5.66","0%","0"
"1411","3236","千如","13.8","+0.05","+0.36%","2014","0%","0","0.6%","+0.19","0%","0","3.9%","0","95.6%","-0.19","0%","0"
"1412","6275","元山","15.8","+0.1","+0.64%","2014","0%","0","0%","0","0%","0","5.1%","+2.7","94.5%","-2.7","0.3%","0"
"1413","8409","商之器","28","+0.95","+3.51%","2014","0%","0","0.1%","+0.02","0%","-0.19","28.8%","-2.9","71.1%","+3.07","0%","0"
"1414","3114","好德","15.65","+0.25","+1.62%","2014","0%","0","0%","+0.04","0%","0","19.9%","-1.37","77.4%","+1.33","2.7%","0"
"1415","5304","鼎創達","4.2","+0.02","+0.48%","2015","0%","0","31.5%","-0.03","0%","0","12.3%","+0.02","56.2%","0","0%","0"
"1416","1449","佳和","6.47","-0.23","-3.43%","2014","0%","0","0.1%","+0.05","0%","0","28%","+1.43","71.9%","-1.47","0%","0"
"1417","6148","驊宏資","8.66","+0.05","+0.58%","2014","0%","0","0.2%","+0.21","0%","-1.67","30.9%","-1.29","68.9%","+2.76","0%","0"
"1418","4550","長佳","22.85","-0.15","-0.65%","-","0%","","0%","","0%","","0%","","0%","","0%",""
"1419","4304","勝昱","14.65","+0.25","+1.74%","2014","0%","0","0%","-0.01","0%","0","26.7%","+0.01","73.3%","0","0%","0"
"1420","9949","琉園","15.95","+0.15","+0.95%","2014","0%","0","0.1%","0","0%","0","2.2%","-0.01","93.6%","+0.01","4.1%","0"
"1421","2471","資通","15.85","-0.2","-1.25%","2015","0%","0","0.3%","+0.13","0%","0","6.1%","+0.06","93.6%","-0.19","0%","0"
"1422","6287","元隆","4.08","+0.01","+0.25%","2014","0%","0","8.4%","-4.01","0%","0","55.1%","+6.43","36.5%","-2.41","0%","0"
"1423","3268","海德威","24.2","+0.1","+0.41%","2014","0%","0","0.2%","+0.2","0%","0","10.8%","-0.03","89%","-0.16","0%","0"
"1424","3441","聯一光","18.5","+0.05","+0.27%","2014","0%","0","0.4%","-0.03","0%","-3.24","7.5%","+0.19","92.1%","+3.09","0%","0"
"1425","1413","宏洲","7.25","-0.15","-2.03%","2014","0%","0","0.3%","+0.06","0%","0","17.5%","-0.26","82.2%","+0.2","0%","0"
"1426","6144","得利影","9.99","0","0%","2014","0%","0","35.7%","-0.07","0%","0","57.3%","-0.06","7%","+0.13","0%","0"
"1427","8111","立碁","6.2","+0.01","+0.16%","2014","0%","0","0.1%","+0.09","0%","0","4.8%","+0.12","95.1%","+0.96","0%","-1.17"
"1428","4735","豪展","24.05","+0.85","+3.66%","2014","0%","0","0%","+0.01","0%","0","9.3%","+0.14","90.7%","-0.16","0%","0"
"1429","4160","創源","30","+0.4","+1.35%","2015","0%","0","0%","+0.01","0%","0","22%","+0.8","78%","-0.8","0%","0"
"1430","9960","邁達康","21.1","+0.5","+2.43%","2014","0%","0","0.2%","0","0%","0","12.5%","+0.29","87.3%","-0.29","0%","0"
"1431","1333","恩得利","6.87","+0.1","+1.48%","2014","0%","0","0.5%","-0.16","13.6%","0","5.8%","-1.59","80%","+1.75","0%","0"
"1432","3066","李洲","8.43","+0.08","+0.96%","2014","0%","0","0%","-0.12","0%","+0.01","24.8%","+1.24","75.2%","-1.13","0%","0"
"1433","3516","亞帝歐","9.4","+0.01","+0.11%","2014","0%","0","4.2%","-0.32","7.7%","0","24.6%","-0.44","60.6%","+0.76","2.9%","0"
"1434","2028","威致","2.03","-0.07","-3.33%","2014","0%","0","1.4%","-0.11","6.1%","-0.48","15.6%","+0.25","76.9%","+0.35","0%","0"
"1435","6240","松崗","30.1","-1.6","-5.05%","2014","0%","0","0%","0","0%","0","87.9%","+0.02","12.1%","-0.02","0%","0"
"1436","1526","日馳","13.85","+0.05","+0.36%","2014","0%","0","0.1%","0","0%","0","35.3%","+0.08","64.6%","-0.08","0%","0"
"1437","5450","寶聯通","13.7","-0.25","-1.79%","2015","0%","0","0%","-0.02","0%","0","38.2%","-1.77","61.8%","+1.79","0%","0"
"1438","1516","川飛","29.6","0","0%","2014","0%","0","0%","-0.02","0%","0","26.6%","-3.51","73.4%","+3.53","0%","0"
"1439","3632","研勤","22.4","0","0%","2015","0%","0","0.6%","+0.24","0.3%","+0.15","0.6%","+0.36","95.4%","-3.73","3%","+2.98"
"1440","3646","艾恩特","17.85","-0.2","-1.11%","2014","0%","0","18%","-0.75","2.2%","-0.76","5.7%","-2.44","74%","+3.94","0%","0"
"1441","1336","台翰","10.9","-0.1","-0.91%","2014","0%","0","0.1%","+0.11","3.6%","+0.08","20.3%","+0.06","74.5%","+2.04","1.4%","-2.3"
"1442","3252","海灣","31.15","+1.4","+4.71%","2014","0%","0","6.4%","+1.72","0%","0","36.8%","-24.8","56.8%","+23.1","0%","0"
"1443","6222","上揚","12","-0.3","-2.44%","2014","0%","0","22.8%","0","0%","0","10.4%","0","66.8%","+0.01","0%","0"
"1444","5212","凌網","19.5","-0.4","-2.01%","2014","0%","0","0.2%","-0.42","0%","0","7%","+0.28","92.7%","+0.14","0%","0"
"1445","3379","彬台","19.25","-0.15","-0.77%","2015","0%","0","2.1%","-0.06","0%","0","42.3%","-0.33","55.6%","+0.38","0%","0"
"1446","5344","立衛","8.2","-0.01","-0.12%","2015","0%","0","0%","0","0%","0","71%","-0.04","28.9%","+0.04","0%","0"
"1447","6122","擎邦","9.4","-0.02","-0.21%","2014","0%","0","1.8%","0","0%","0","15.7%","+1.71","82.4%","-1.71","0%","0"
"1448","6419","京晨科","31.4","+0.85","+2.78%","2014","0%","","21.5%","","2.3%","","21.9%","","54.2%","","0%",""
"1449","5488","松普","7.05","-0.01","-0.14%","2014","0%","0","2.2%","+0.27","0%","0","0.3%","-0.05","97.5%","-0.22","0%","0"
"1450","3557","嘉威","5.9","+0.24","+4.24%","2014","0%","0","0.1%","-0.39","0%","0","4.4%","-1.24","95.6%","+1.63","0%","0"
"1451","5210","寶碩","9.33","-0.38","-3.91%","2014","0%","0","0%","-3.84","0%","0","20.8%","-0.73","73.4%","+4.58","5.8%","0"
"1452","9912","偉聯","11.95","+0.15","+1.27%","2015","0%","0","16.8%","-0.49","3%","+3.05","1.2%","-0.03","79%","-2.53","0%","0"
"1453","8176","智捷","8.1","+0.09","+1.12%","2014","0%","0","0.5%","-0.61","0%","-0.5","22.3%","-8.41","77.2%","+10.8","0%","-1.3"
"1454","2230","泰茂","16.15","+0.15","+0.94%","2014","0%","0","0%","0","0.3%","+0.02","28.1%","-10.8","71.6%","+10.8","0%","0"
"1455","6134","萬旭","7.09","+0.09","+1.29%","2015","0%","0","24.8%","-0.15","0%","0","21.9%","-0.07","53.3%","+0.22","0%","0"
"1456","8171","天宇","11.95","-0.15","-1.24%","2014","0%","0","0.8%","+0.78","0.7%","+0.51","10.9%","-6.83","85.1%","+3.13","2.6%","+2.41"
"1457","1438","裕豐","6.06","-0.02","-0.33%","2014","0%","0","0.4%","+0.36","0%","-0.01","21.1%","+0.01","78.5%","-0.36","0%","0"
"1458","1805","寶徠","7.53","+0.49","+6.96%","2014","0%","0","0.1%","+0.02","0%","-0.1","10.8%","-0.18","89.1%","+0.26","0%","0"
"1459","8024","佑華","12.8","-0.2","-1.54%","2014","0%","0","0.4%","+0.26","0%","0","4.8%","-0.08","86.6%","-0.18","8.2%","0"
"1460","3284","太普高","9.8","+0.12","+1.24%","2014","0%","0","0.3%","+0.01","3.2%","-0.26","5.5%","-1.16","86%","+1.82","4.9%","-0.4"
"1461","3511","矽瑪","15.25","-0.8","-4.98%","2014","0%","0","7.6%","-0.3","0%","0","27.5%","-0.04","64.9%","+0.35","0%","0"
"1462","2491","吉祥全","9.13","-0.26","-2.77%","2014","0%","0","0.1%","0","0%","0","9.7%","+0.01","90.3%","-0.01","0%","0"
"1463","3521","鴻翊","12.5","+0.5","+4.17%","2015","0%","0","0%","0","0%","0","16%","-6.09","84%","+6.09","0%","0"
"1464","6228","全譜","14.1","-0.15","-1.05%","2014","0%","0","0%","-0.02","0%","0","50.2%","+8.4","49.8%","-8.37","0%","0"
"1465","3043","科風","2.96","-0.14","-4.52%","2014","0%","0","3.8%","+0.17","7.7%","+0.1","0.8%","+0.02","87.6%","-0.29","0%","0"
"1466","8047","星雲","13.9","+0.05","+0.36%","2015","0%","0","1.2%","-0.02","0%","0","24.4%","-0.2","74.4%","+0.22","0%","0"
"1467","1538","正峰新","6.91","-0.02","-0.29%","2014","0%","0","1.1%","+0.06","0%","0","4.2%","+3.06","94.7%","-3.12","0%","0"
"1468","6276","安鈦克","13.1","-0.25","-1.87%","2014","0%","0","7.4%","+0.92","0%","-0.34","53.8%","-8.31","38.2%","+7.79","0.6%","-0.06"
"1469","3522","宏森","12.1","+0.05","+0.41%","2014","0%","0","0.5%","+0.21","0%","0","8.8%","-0.63","90.7%","+0.42","0%","0"
"1470","1732","毛寶","13.25","+0.85","+6.85%","2015","0%","0","0.9%","+0.25","0%","0","15.5%","+0.02","83.6%","-0.26","0%","0"
"1471","2429","銘旺科","15.25","0","0%","2014","0%","0","1%","-0.77","0%","0","38.1%","+1.24","60.9%","-0.47","0%","0"
"1472","3625","西勝","9.97","+0.01","+0.1%","2014","0%","0","12.3%","+0.01","0%","0","1.8%","+0.74","85.9%","-0.75","0%","0"
"1473","5364","易福","55.3","-2.7","-4.66%","2015","0%","0","0.1%","0","0%","0","46.8%","+7.07","53.1%","-7.07","0%","0"
"1474","6169","昱泉","19.5","+0.05","+0.26%","2014","0%","0","0.1%","+0.02","0%","0","0.3%","0","99.6%","-0.02","0%","0"
"1475","5468","凱鈺","10.4","+0.2","+1.96%","2014","0%","0","0%","+0.02","1.9%","-0.02","51.1%","-0.54","47%","+0.54","0%","0"
"1476","5345","天揚","11","0","0%","2014","0%","0","0%","-0.01","0%","0","2.1%","+1.01","97.9%","-1","0%","0"
"1477","3492","長盛","17.3","+0.05","+0.29%","-","0%","","0%","","0%","","0%","","0%","","0%",""
"1478","3115","寶島極","12.5","-0.35","-2.72%","2014","0%","0","0%","0","0%","0","0.7%","+0.31","99.3%","-0.31","0%","0"
"1479","2364","倫飛","2.86","-0.07","-2.39%","2014","0%","0","0.4%","+0.31","0%","0","14.3%","-3.35","85.2%","+3.04","0%","0"
"1480","6246","臺龍","4","-0.1","-2.44%","2015","0%","0","0.1%","-8.26","0%","0","16.3%","+4.92","83.6%","+3.34","0%","0"
"1481","8092","建暐","13.8","-0.35","-2.47%","2014","0%","0","0.4%","-0.65","0%","-0.9","25%","-17.5","74.6%","+19","0%","0"
"1482","5487","通泰","24.05","+0.15","+0.63%","2014","0%","0","0.2%","+0.15","2.3%","+2.26","23.8%","-5.51","73.8%","+3.09","0%","0"
"1483","2067","嘉鋼","18.7","+0.5","+2.75%","2015","0%","0","4.9%","-1.87","0%","-1.36","37.1%","-2.34","58%","+5.57","0%","0"
"1484","8923","時報","17.5","-0.35","-1.96%","2014","0%","0","3.5%","0","0%","0","62.1%","-0.29","34.4%","+0.29","0%","0"
"1485","5381","合正","2.84","-0.21","-6.89%","2014","0%","0","0.4%","+0.3","0%","0","0.3%","-0.11","99.3%","-0.19","0%","0"
"1486","6113","亞矽","9.9","-0.07","-0.7%","2014","0%","0","11.1%","+0.41","0%","0","1.7%","-0.35","80.5%","+3.3","6.6%","-3.36"
"1487","4503","金雨","14.1","-0.15","-1.05%","2014","0%","0","0.5%","+0.55","0%","0","22.9%","-0.27","76.6%","-0.28","0%","0"
"1488","3067","全域","17.75","+0.75","+4.41%","2014","0%","0","30%","0","0%","0","38.8%","+0.01","31.2%","-0.01","0%","0"
"1489","1475","本盟","9.8","0","0%","2014","0%","0","0.1%","-0.07","0%","0","81.6%","-14","18.4%","+14.1","0%","0"
"1490","6150","撼訊","7.28","0","0%","2015","0%","0","0.1%","-0.2","0%","0","0%","-0.01","99.9%","+0.21","0%","0"
"1491","5314","世紀","8.5","-0.16","-1.85%","2014","0%","0","0.1%","0","0%","0","22.4%","-1.6","77.5%","+1.61","0%","0"
"1492","8932","宏大","10.45","-0.1","-0.95%","2014","0%","0","0%","+0.02","0%","0","39.4%","-2.42","60.5%","+2.4","0%","0"
"1493","5455","訊利電","14.35","+0.9","+6.69%","2014","0%","0","0%","-0.04","0%","0","12.2%","+0.51","87.8%","-0.47","0%","0"
"1494","6229","研通","14.1","-0.15","-1.05%","2014","0%","0","2.8%","-0.46","0%","0","8.4%","-0.23","88.9%","+0.68","0%","0"
"1495","5906","F-台南","5.27","+0.07","+1.35%","2015","0%","0","57.7%","-10.2","0%","0","14.4%","+7.72","27.9%","+2.46","0%","0"
"1496","8097","常珵","19","-1.15","-5.71%","2014","0%","0","0.6%","0","0%","0","12.7%","-0.05","86.7%","+0.05","0%","0"
"1497","6241","易通展","21.3","-0.2","-0.93%","2014","0%","0","0%","0","0%","0","67.8%","+0.31","32.2%","-0.31","0%","0"
"1498","3567","逸昌","14.15","+0.05","+0.35%","2015","0%","0","0%","-8.53","0%","0","14.5%","-3.04","85.2%","+12.6","0.3%","-1.02"
"1499","3188","安茂","10.8","+0.25","+2.37%","2014","0%","0","0%","-0.32","0%","0","22.1%","+13.2","77.9%","-12.9","0%","0"
"1500","8291","尚茂","6.55","0","0%","2014","0%","0","0%","0","21.3%","0","39.4%","-2.85","39.4%","+2.85","0%","0"
"1501","3580","友威科","9.7","+0.29","+3.08%","2015","0%","0","0%","+0.03","0%","-1.58","18.3%","+0.47","81.7%","+1.08","0%","0"
"1502","6103","合邦","8.6","0","0%","2014","0%","0","1.4%","+0.03","0%","0","55.2%","+4.4","43.4%","-4.42","0%","0"
"1503","6289","華上","1.76","+0.03","+1.73%","2015","0%","0","0.2%","-0.18","0%","0","25.7%","+0.23","74.1%","-0.05","0%","0"
"1504","4406","新昕纖","9.02","-0.33","-3.53%","2014","0%","0","0%","0","0%","0","9.7%","+0.55","90.3%","-0.55","0%","0"
"1505","3288","點晶","9.61","0","0%","2014","0%","0","1.8%","+0.04","1.2%","+0.18","1.7%","+0.03","95.3%","+3.76","0%","-4.02"
"1506","8906","花王","9.01","+0.2","+2.27%","2014","0%","0","0%","0","0%","0","32.1%","-16","67.9%","+16","0%","0"
"1507","5201","凱衛","15","-0.05","-0.33%","2015","0%","0","0%","-0.01","0%","0","3.4%","+0.14","92.7%","-4.04","3.9%","+3.91"
"1508","3162","精確","8.1","-0.04","-0.49%","2014","0%","0","0.7%","0","0.8%","-3.97","4.3%","-3.27","94.1%","+7.24","0%","0"
"1509","4131","晶宇","11.8","+0.05","+0.43%","2014","0%","0","0%","-0.06","0%","0","0.9%","-1.74","99.1%","+1.8","0%","0"
"1510","6140","訊達","11.75","-0.05","-0.42%","2014","0%","0","0%","0","0%","0","19.6%","0","80.4%","0","0%","0"
"1511","3431","長天","12.7","+0.3","+2.42%","2014","0%","0","0.3%","-6.38","2%","+1.69","1.1%","-1.89","96.6%","+6.59","0%","0"
"1512","4154","F-康樂","23.05","+0.05","+0.22%","2015","0%","0","64.8%","+2.01","0%","+0.01","0%","0","35.2%","-2.02","0%","0"
"1513","8421","旭源","11.55","+0.1","+0.87%","2014","0%","0","0.1%","+0.14","0%","-1.32","40.3%","-4.99","59.5%","+6.18","0%","0"
"1514","3073","普格","9.5","+0.49","+5.44%","2014","0%","0","0%","-0.47","0%","0","19.5%","+5.77","80%","-1.57","0.4%","-3.74"
"1515","8034","榮群","6.98","+0.15","+2.2%","2014","0%","0","0.1%","-0.04","0%","0","15.9%","-1.67","83.3%","+1.71","0.6%","0"
"1516","8423","F-保綠","23.95","0","0%","2014","0%","0","43.6%","-0.09","0%","0","0%","0","56.4%","+0.09","0%","0"
"1517","3219","倚強","19.25","+0.7","+3.77%","2015","0%","0","0.2%","-3.01","0%","+0.01","41.9%","+9.72","57.9%","-6.72","0%","0"
"1518","5278","尚凡","32.8","0","0%","2015","0%","0","47.9%","-10","0%","0","11.5%","+0.69","38.1%","+9.25","2.5%","+0.07"
"1519","8093","保銳","6.64","+0.04","+0.61%","2014","0%","0","0%","0","0%","0","30.1%","0","68.4%","0","1.6%","0"
"1520","3287","廣寰科","9.55","-0.03","-0.31%","2014","0%","0","0%","0","0%","0","50.8%","-2.14","49.2%","+2.14","0%","0"
"1521","3609","東林","13.6","-0.6","-4.23%","2014","0%","0","2.8%","-0.11","1.8%","0","24.1%","-1.8","68.2%","+1.91","3.1%","0"
"1522","3207","耀勝","10.8","+0.15","+1.41%","2014","0%","0","9.7%","+8.31","0%","0","3.4%","+2.77","87%","-11.1","0%","0"
"1523","5516","雙喜","10.7","+0.15","+1.42%","2014","0%","0","0%","0","0%","0","22.3%","-0.44","77.7%","+0.44","0%","0"
"1524","3434","哲固","12.05","-0.3","-2.43%","2015","0%","0","0%","-0.03","0%","0","11.7%","+1.47","88.3%","-1.44","0%","0"
"1525","6225","天瀚","4.52","0","0%","2014","0%","0","12.9%","-0.56","0%","0","10.2%","+0.2","76.9%","+0.36","0%","0"
"1526","4502","源恆","5.02","-0.08","-1.57%","2014","0%","0","0%","0","3.5%","-1.05","43.6%","+18.4","52.9%","-17.3","0%","0"
"1527","4609","唐鋒","7.7","-0.34","-4.23%","2014","0%","0","0%","0","0%","0","0%","0","100%","0","0%","0"
"1528","5432","達威","17.35","-0.15","-0.86%","2014","0%","0","0%","0","0%","0","65.7%","-4.01","34.3%","+4.01","0%","0"
"1529","8082","眾星","3.65","-0.01","-0.27%","2014","0%","0","2.3%","-2.32","0%","0","30%","+23.3","67.7%","-21","0%","0"
"1530","5386","青雲","27.65","-0.1","-0.36%","2014","0%","0","1.8%","0","0%","0","3.5%","-0.06","94.7%","+0.06","0%","0"
"1531","6198","凌泰","15.85","0","0%","2014","0%","0","1.2%","-0.01","0%","0","8.2%","+1.7","90.6%","-1.69","0%","0"
"1532","8934","衡平","41.7","0","0%","2014","0%","-0.52","43.1%","0","0%","0","44.1%","-0.01","12.7%","+0.53","0%","0"
"1533","2496","卓越","7.9","+0.3","+3.95%","2015","0%","0","14.6%","-31","0%","0","54.7%","+45.6","30.8%","-14.6","0%","0"
